Processing text...
Entities:
('1976:661', 'nmod', 'lagen')
('sjukpenningunderlag', 'nsubj:pass', 'beräknas')
('sjukperioden', 'nmod', 'dagarna')
('sjukperioden', 'nmod', 'fortsättning')
('sjukperioden', 'nmod', 'lydelse')
('sjukperioden', 'nsubj:pass', 'anses')
('sjukperioden', 'nsubj:pass', 'inleds')
('sjukperioden', 'nsubj:pass', 'inletts')
('sjukperioden', 'nsubj', 'fortsättning')
('sjukperioder', 'nmod', 'bestämmelsen')
('sjukperioder', 'nmod', '§')
('sjukperioder', 'nsubj:pass', 'beaktas')
('sjukperiod', 'nmod', 'bestämmelser')
('sjukperiod', 'nmod', 'dagar')
('sjukperiod', 'nmod', 'dagarna')
('sjukperiod', 'nmod', 'dagen')
('sjukperiod', 'nmod', 'fortsättning')
('sjukperiod', 'nsubj:pass', 'avslutats')
('sjukperiod', 'nsubj:pass', 'påbörjats')
('sjukperiod', 'nsubj', 'börjar')
('sjukperiods', 'nmod', 'slut')
('sjukresor', 'nmod', 'medel')
('sjukvårdsersättning', 'nsubj:pass', 'lämnas')
('sjukvårdsförmåner', 'nmod', 'utgivande')
('självbetjäningstjänster', 'nsubj:pass', 'användas')
('självbetjäningstjänster', 'nsubj:pass', 'används')
('självbetjäningstjänst', 'nmod', 'användning')
('självbetjäningstjänst', 'nsubj', 'använda')
('självmant', 'nsubj', 'tar')
('själv', 'nsubj:pass', 'beviljas')
('själv', 'nsubj', 'köra')
('själv', 'nsubj', 'lämna')
('sjömannen', 'nmod', '1')
('sjömannen', 'nsubj', 'bosatt')
('sjömanslagen', 'nmod', 'sjukdom')
('sjömanslagen', 'nmod', '§')
('sjömansskatt', 'nsubj:pass', 'betalats')
('sjömän', 'nmod', 'arbetsgivare')
('sjömän', 'nmod', 'krigsskadeersättning')
('sjömän', 'nmod', '§')
('skada', 'nmod', 'arbetsskadeersättning')
('skada', 'nmod', 'föreskrifter')
('skada', 'nmod', 'underrättelse')
('skadan', 'nmod', 'inträffade')
('skadan', 'nsubj:pass', 'anses')
('skadan', 'nsubj:pass', 'inträffade')
('skadan', 'nsubj:pass', 'orsakats')
('skadan', 'nsubj', 'intagen')
('skadan', 'nsubj', 'inträffade')
('skadan', 'nsubj', 'inträffar')
('skadan', 'nsubj', 'inträffat')
('skadan', 'nsubj', 'visat')
('skada', 'nsubj:pass', 'anses')
('skada', 'nsubj:pass', 'avses')
('skada', 'nsubj', 'får')
('skada', 'nsubj', 'medför')
('skada', 'nsubj', 'visat')
('skadeståndet', 'nsubj:pass', 'betalas')
('skadestånd', 'nmod', 'talan')
('skadeståndsbeloppet', 'nmod', 'del')
('skadeståndsbelopp', 'nsubj:pass', 'betalats')
('skadeståndsskyldigheten', 'nmod', 'uppgörelse')
('skadorna', 'nmod', 'livränta')
('skatte-', 'nmod', 'avdrag')
('skatte-', 'nsubj:pass', 'användas')
('skatteavdrag', 'nmod', 'beräkning')
('skatteavdrag', 'nmod', 'myndigheten')
('skatteavdrag', 'nmod', 'månadsbelopp')
('skatteavtal', 'nsubj:pass', 'tas')
('skatteförfarandelagen', 'nmod', 'arbetsgivardeklaration')
('skatteförfarandelagen', 'nmod', 'basränta')
('skatteförfarandelagen', 'nmod', 'del')
('skatteförfarandelagen', 'nmod', 'skatteavdrag')
('skatteförfarandelagen', 'nmod', 'ändring')
('skatteförfarandelagen', 'nsubj:pass', 'gjorts')
('skatteförfarandelagen', 'nsubj:pass', 'meddelats')
('skatteförfarandelagen', 'nsubj:pass', 'undantas')
('skatteplikt', 'nsubj', 'föreligger')
('skatter', 'nmod', 'avdrag')
('skattetabell', 'nsubj:pass', 'beslutas')
('skatteverket', 'nmod', 'föreläggande')
('skatteverket', 'nmod', 'handläggningen')
('skatteverket', 'nmod', 'ombudet')
('skatteverket', 'nmod', 'uppgifterna')
('skatteverket', 'nsubj', 'bestämt')
('skatteverket', 'nsubj', 'lämna')
('skatt', 'nmod', 'avdrag')
('skatt', 'nmod', 'beskedet')
('skatt', 'nmod', 'beslut')
('skatt', 'nmod', 'beslutet')
('skola', 'nmod', 'besök')
('skola', 'nmod', 'huvudmannen')
('skolgången', 'nsubj', 'varar')
('skrivfel', 'nmod', 'rättelse')
('skulden', 'nsubj', 'förfaller')
('skuld', 'nmod', 'dröjsmålsränta')
('skyddet', 'nmod', 'ansökan')
('skyddet', 'nsubj', 'gäller')
('skyddet', 'nsubj', 'tillämpligt')
('skydd', 'nmod', '2016')
('skyddsbehövande', 'nsubj:pass', 'räknas')
('skyddsbehövande', 'nsubj', 'gäller')
('skyddstillsyn', 'nmod', 'socialtjänsten')
('skyldigheten', 'nsubj:pass', 'fullgjorts')
('skyldigheten', 'nsubj', 'gälla')
('skyldighet', 'nmod', 'föreskrifter')
('skyldighet', 'nsubj', 'funnits')
('skyldighet', 'nsubj', 'föreligger')
('skäl', 'nmod', 'underhållsstöd')
('skäl', 'nmod', '§')
('skäl', 'nsubj:pass', 'krävs')
('skäl', 'nsubj:pass', 'lämnas')
('skäl', 'nsubj:pass', 'saknas')
('skäl', 'nsubj', 'finns')
('skäl', 'nsubj', 'föranleder')
('skäl', 'nsubj', 'talar')
('skötseln', 'nmod', 'kostnader')
('slag', 'nmod', 'ändringar')
('slutavräkning', 'nsubj:pass', 'göras')
('slut', 'nmod', 'tid')
('smitta', 'nmod', 'författning')
('smitta', 'nmod', 'förmåner')
('smittan', 'nsubj', 'ägt')
('smittbäraren', 'nmod', '1')
('smittbäraren', 'nsubj', 'försäkrad')
('smittbäraren', 'nsubj', 'genomgår')
('smittbäraren', 'nsubj', 'har')
('smittbärare', 'nsubj', 'har')
('smittbärarersättning', 'nmod', 'bestämmelser')
('smittbärarersättning', 'nmod', 'försäkrad')
('smittbärarersättning', 'nsubj:pass', 'lämnas')
('smittbärarpenningen', 'nsubj:pass', 'lämnas')
('smittbärarpenningen', 'nsubj:pass', 'minskas')
('smittbärarpenning', 'nmod', 'ansökan')
('smittbärarpenning', 'nmod', 'beräkning')
('smittbärarpenning', 'nmod', 'rätten')
('smittbärarpenning', 'nsubj:pass', 'beräknas')
('smittbärarpenning', 'nsubj:pass', 'dras')
('smittbärarpenning', 'nsubj:pass', 'lämnas')
('smittskydd', 'nmod', 'åtgärder')
('smittskyddslagen', 'nmod', 'beslut')
('smittskyddslagen', 'nmod', 'inresa')
('smittskyddslagen', 'nmod', 'stöd')
('småbarn', 'nmod', 'vård')
('socialavgifter', 'nmod', 'fördelning')
('socialavgiftslagen', 'nmod', 'ålderspensionsavgiften')
('socialavgiftslagen', 'nsubj', '§')
('socialförsäkringen', 'nmod', 'finansiering')
('socialförsäkringen', 'nsubj:pass', 'administreras')
('socialförsäkringen', 'nsubj:pass', 'finansieras')
('socialförsäkringen', 'nsubj', 'indelad')
('socialförsäkringsbalken', 'nmod', 'införande')
('socialförsäkringsbalken', 'nmod', 'ändring')
('socialförsäkringsförmåner', 'nmod', 'bestämmelser')
('socialförsäkringsförmåner', 'nmod', 'samordning')
('socialförsäkringsförmåner', 'nmod', 'tillägg')
('socialförsäkringsförmåner', 'nmod', 'utbetalning')
('socialförsäkringsskyddet', 'nmod', 'bestämmelser')
('socialförsäkringsväsendet', 'nmod', 'bestämmelser')
('socialnämnden', 'nmod', 'begäran')
('socialnämnden', 'nmod', 'betalning')
('socialnämnden', 'nmod', 'framställning')
('socialnämnden', 'nsubj', 'begär')
('socialnämnden', 'nsubj', 'godkänt')
('socialnämnden', 'nsubj', 'vad')
('socialtjänstlagen', 'nsubj', 'får')
('spararen', 'nsubj', 'anger')
('spararen', 'nsubj', 'bekräfta')
('spararen', 'nsubj', 'bestämt')
('spararen', 'nsubj', 'gift')
('spararen', 'nsubj', 'tagit')
('spararens', 'nsubj:pass', 'förvaltas')
('sparare', 'nsubj', 'ange')
('specialskola', 'nmod', 'elev')
('staten', 'nmod', 'arbetstagare')
('staten', 'nmod', 'bidrag')
('staten', 'nmod', 'inträde')
('staten', 'nsubj', 'bekostar')
('staten', 'nsubj', 'ordnat')
('staten', 'nsubj', 'tillhandahåller')
('statistiken', 'nmod', 'behandling')
('statistiken', 'nmod', 'ledning')
('statistik', 'nmod', 'ledning')
('stat', 'nmod', 'lagstiftningen')
('stat', 'nsubj', 'sänder')
('statsbidrag', 'nsubj:pass', 'betalas')
('statsbudgeten', 'nmod', 'medel')
('statslåneränta', 'nmod', 'ledning')
('statsskuldväxlar', 'nmod', 'emissionsräntorna')
('stipendiet', 'nsubj:pass', 'betalats')
('stipendium', 'nsubj:pass', 'anses')
('stipendium', 'nsubj:pass', 'räknas')
('strider', 'nmod', 'föreskrifter')
('studerande', 'nsubj:pass', 'lämnas')
('studerande', 'nsubj:pass', 'underrättas')
('studerande', 'nsubj', 'fyllt')
('studerande', 'nsubj', 'lämna')
('studiebidraget', 'nsubj:pass', 'lämnades')
('studiebidrag', 'nmod', 'studiemedel')
('studiemedel', 'nmod', 'beslut')
('studiemedel', 'nsubj:pass', 'läggas')
('studiemedel', 'nsubj:pass', 'lämnas')
('studierna', 'nsubj:pass', 'avbryts')
('studierna', 'nsubj:pass', 'bedrivs')
('studierna', 'nsubj:pass', 'påbörjas')
('studierna', 'nsubj', 'ger')
('studierna', 'nsubj', 'uppfyller')
('studier', 'nmod', 'belopp')
('studier', 'nmod', 'tid')
('studier', 'nsubj:pass', 'krävs')
('studier', 'nsubj', 'ger')
('studiestartsstöd', 'nmod', 'beslut')
('studiestartsstöd', 'nmod', 'inkomst')
('studiestartsstöd', 'nmod', 'lagen')
('studiestartsstöd', 'nmod', 'studiestödslagen')
('studiestödet', 'nsubj', 'återbetalningspliktigt')
('studiestödslagen', 'nmod', 'studiebidrag')
('studiestödslagen', 'nmod', 'studiehjälp')
('studiestödslagen', 'nmod', 'studiestöd')
('studiestödsnämnden', 'nsubj', 'fattar')
('studiestödsnämnden', 'nsubj', 'lämna')
('studietid', 'nmod', 'ledighet')
('styrka', 'nmod', 'komponenten')
('styrkan', 'nmod', 'leverantör')
('stödet', 'nmod', 'beräkning')
('stödet', 'nsubj:pass', 'betalas')
('stödet', 'nsubj:pass', 'lämnas')
('stödet', 'nsubj', 'avser')
('stöd', 'nmod', 'behandling')
('stöd', 'nmod', 'bostadstillägget')
('stöd', 'nmod', 'delar')
('stöd', 'nmod', 'den')
('stöd', 'nmod', 'flerbarnstillägg')
('stöd', 'nmod', 'fordon')
('stöd', 'nmod', 'förutsättningarna')
('stöd', 'nmod', 'lagen')
('stöd', 'nmod', 'nackdel')
('stöd', 'nmod', 'rätt')
('stöd', 'nmod', 'rätten')
('stöd', 'nmod', 'sjukdom')
('stöd', 'nmod', 'sjukpenning')
('stöd', 'nmod', 'sjukperiod')
('stöd', 'nmod', 'tillstånd')
('stöd', 'nmod', 'underrättelse')
('stöd', 'nmod', 'vård')
('stöd', 'nmod', 'äldreförsörjningsstödet')
('sverige', 'nmod', 'ankomsten')
('sverige', 'nmod', 'anmälan')
('sverige', 'nmod', 'arbete')
('sverige', 'nmod', 'arbetsgivare')
('sverige', 'nmod', 'befolkningen')
('sverige', 'nmod', 'beskattning')
('sverige', 'nmod', 'bosatta')
('sverige', 'nmod', 'bosättning')
('sverige', 'nmod', 'december')
('sverige', 'nmod', 'en')
('sverige', 'nmod', 'förvärvsarbete')
('sverige', 'nmod', 'inflyttning')
('sverige', 'nmod', 'någon')
('sverige', 'nmod', 'person')
('sverige', 'nmod', 'återkomsten')
('sverige', 'nsubj', 'anslutit')
('sverige', 'nsubj', 'befinner')
('sverige', 'nsubj', 'ingått')
('sverige', 'nsubj', 'kommer')
('sverige', 'nsubj', 'varit')
('sverige', 'nsubj', 'är')
('syfta', 'nsubj', 'få')
('synförmåga', 'nsubj:pass', 'rättats')
('system', 'nmod', 'del')
('sänkningen', 'nsubj', 'beror')
('sänkningen', 'nsubj', 'skedde')
('sänkning', 'nsubj', 'skett')
('sökande', 'nmod', 'barn')
('sökanden', 'nsubj:pass', 'förelagts')
('sökanden', 'nsubj:pass', 'underrättas')
('sökanden', 'nsubj', 'begär')
('sökningar', 'nsubj:pass', 'utföras')
('talan', 'nsubj:pass', 'föras')
('talan', 'nsubj:pass', 'förs')
('talan', 'nsubj', 'får')
('talen', 'nmod', '30')
('talen', 'nmod', '§')
('teckenspråksutbildning', 'nmod', 'deltagare')
('teckenspråksutbildning', 'nmod', 'ersättning')
('telefon', 'nmod', 'förbud')
('tiden', 'nmod', 'andel')
('tiden', 'nmod', 'april')
('tiden', 'nmod', 'avlidne')
('tiden', 'nmod', 'bidraget')
('tiden', 'nmod', 'bidragsberättigade')
('tiden', 'nmod', 'februari')
('tiden', 'nmod', 'femtedelar')
('tiden', 'nmod', 'han')
('tiden', 'nmod', 'kvinna')
('tiden', 'nmod', 'livränteunderlaget')
('tiden', 'nmod', 'mars')
('tiden', 'nmod', 'medelvärdet')
('tiden', 'nmod', 'prisbasbeloppet')
('tiden', 'nmod', 'sjukersättning')
('tiden', 'nsubj:pass', 'räknas')
('tiden', 'nsubj', 'får')
('tiden', 'nsubj', 'upphör')
('tiden', 'nsubj', 'överstiga')
('tidigare', 'nmod', 'utsändningstiden')
('tidigare', 'nsubj', 'bedrivit')
('tidigast', 'nsubj', 'ta')
('tid', 'nmod', 'aktivitetsersättning')
('tid', 'nmod', 'bidragsskyldige')
('tid', 'nmod', 'fjärdedel')
('tid', 'nmod', 'fjärdedelar')
('tid', 'nmod', 'föreskrifter')
('tid', 'nmod', 'försäkring')
('tid', 'nmod', 'förälder')
('tid', 'nmod', 'föräldrapenning')
('tid', 'nmod', 'garantipension')
('tid', 'nmod', 'hälften')
('tid', 'nmod', 'inkomsten')
('tid', 'nmod', 'kvoten')
('tid', 'nmod', 'ledighet')
('tid', 'nmod', 'livränta')
('tid', 'nmod', 'livränteunderlaget')
('tid', 'nmod', 'läkarintyg')
('tid', 'nmod', 'omställningspension')
('tid', 'nmod', 'perioder')
('tid', 'nmod', 'person')
('tid', 'nmod', 'prisbasbelopp')
('tid', 'nmod', 'prövning')
('tid', 'nmod', 'stöd')
('tid', 'nmod', 'tilläggspension')
('tid', 'nmod', 'underhållsstöd')
('tid', 'nmod', 'utbetalning')
('tid', 'nmod', 'utgången')
('tid', 'nmod', '§')
('tid', 'nmod', 'änkepension')
('tid', 'nmod', 'ålderspension')
('tid', 'nmod', 'åttondelar')
('tid', 'nsubj:pass', 'anses')
('tid', 'nsubj:pass', 'beaktas')
('tid', 'nsubj:pass', 'likställs')
('tid', 'nsubj:pass', 'lämnas')
('tid', 'nsubj:pass', 'minskas')
('tid', 'nsubj:pass', 'räknas')
('tid', 'nsubj:pass', 'tillgodoräknas')
('tid', 'nsubj', 'befunnit')
('tid', 'nsubj', 'bestämmer')
('tid', 'nsubj', 'återstår')
('tidpunkten', 'nmod', 'pensionssökande')
('tidpunkten', 'nmod', 'person')
('tidpunkten', 'nmod', 'vård')
('tidpunkten', 'nmod', 'äktenskapet')
('tidpunkten', 'nsubj:pass', 'senareläggas')
('tidpunkten', 'nsubj', 'infaller')
('tidpunkterna', 'nmod', 'ålderspension')
('tidpunkterna', 'nsubj', 'visat')
('tidpunkt', 'nmod', 'delen')
('tidpunkt', 'nmod', 'kap.')
('tidpunkt', 'nmod', 'månadsutbetalning')
('tidpunkt', 'nmod', 'pensionsbehållning')
('tidpunkt', 'nmod', 'tiden')
('tidpunkt', 'nmod', '§')
('tidpunkt', 'nmod', 'ålder')
('tidpunkt', 'nsubj:pass', 'likställs')
('tidpunkt', 'nsubj', 'fick')
('tidpunkt', 'nsubj', 'får')
('tidpunkt', 'nsubj', 'räknat')
('tidsbegränsningen', 'nsubj', 'gäller')
('tidsfrist', 'nsubj:pass', 'lämnas')
('tidsfrist', 'nsubj', 'löpt')
('tidsperioden', 'nmod', 'femtedelar')
('tidsperioden', 'nmod', 'produkten')
('tidsperiod', 'nmod', 'bestämmelserna')
('tidsperiod', 'nmod', 'utgången')
('tidsperiod', 'nsubj', 'löpt')
('tillfälle', 'nmod', 'livränta')
('tillgodohavandena', 'nmod', 'värdet')
('tillgodohavande', 'nmod', 'utvecklingen')
('tillgodohavandet', 'nmod', 'procentsats')
('tillgodoräknande', 'nmod', 'anmälan')
('tillgodoräknande', 'nmod', 'förutsättningarna')
('tillgodoräkning', 'nmod', 'rätten')
('tillgångarna', 'nmod', 'marknadsvärdena')
('tillgångarna', 'nmod', 'värdet')
('tillgångar', 'nmod', 'risken')
('tillgångar', 'nsubj:pass', 'undantas')
('tillgången', 'nsubj:pass', 'begränsas')
('tillläggspension', 'nmod', 'pensionspoäng')
('tillläggspension', 'nsubj:pass', 'beräknas')
('tillståndet', 'nsubj:pass', 'beviljades')
('tillståndet', 'nsubj', 'börjar')
('tillståndet', 'nsubj', 'kvarstår')
('tillståndet', 'nsubj', 'upphört')
('tillstånd', 'nmod', 'bedömning')
('tillstånd', 'nsubj:pass', 'beviljats')
('tillstånd', 'nsubj:pass', 'likställs')
('tillstånd', 'nsubj', 'börjar')
('tillträde', 'nmod', 'anledning')
('tillägget', 'nmod', 'beräkningen')
('tillägget', 'nmod', 'höjning')
('tillägget', 'nsubj:pass', 'beräknas')
('tillägget', 'nsubj:pass', 'minskas')
('tillägget', 'nsubj:pass', 'ökas')
('tillägget', 'nsubj', 'avser')
('tillägget', 'nsubj', 'börjar')
('tillägget', 'nsubj', 'ökar')
('tillägg', 'nsubj:pass', 'fördelas')
('tillägg', 'nsubj:pass', 'gjorts')
('tillägg', 'nsubj:pass', 'göras')
('tillägg', 'nsubj:pass', 'ökas')
('tilläggsbidrag', 'nmod', 'beräkningen')
('tilläggsbidrag', 'nmod', 'bostadsbidrag')
('tilläggspensionen', 'nmod', 'andel')
('tilläggspensionen', 'nmod', 'delen')
('tilläggspensionen', 'nmod', 'tillägg')
('tilläggspensionen', 'nsubj:pass', 'beräknas')
('tilläggspensionen', 'nsubj:pass', 'minskas')
('tilläggspensionen', 'nsubj:pass', 'samordnats')
('tilläggspensionen', 'nsubj:pass', 'tas')
('tilläggspensionen', 'nsubj', 'uppgår')
('tilläggspension', 'nmod', 'beräkning')
('tilläggspension', 'nmod', 'beräkningen')
('tilläggspension', 'nmod', 'bestämmelser')
('tilläggspension', 'nmod', 'inkomstpension')
('tilläggspension', 'nmod', 'pensionspoäng')
('tilläggspension', 'nmod', 'rätt')
('tilläggspension', 'nmod', 'summan')
('tilläggspension', 'nmod', 'undantagande')
('tilläggspension', 'nmod', 'utbetalningar')
('tilläggspension', 'nmod', 'uttag')
('tilläggspension', 'nmod', 'värdet')
('tilläggspension', 'nmod', 'ålderspension')
('tilläggspension', 'nsubj:pass', 'baseras')
('tilläggspension', 'nsubj:pass', 'beräknas')
('tilläggspension', 'nsubj:pass', 'minskas')
('tilläggspension', 'nsubj:pass', 'minskats')
('tilläggspension', 'nsubj:pass', 'tas')
('tilläggspension', 'nsubj', 'börjar')
('tilläggspension', 'nsubj', 'uppgå')
('tillämpningen', 'nmod', 'förmånen')
('tillämpning', 'nmod', 'intyg')
('tillämpning', 'nmod', 'livränteunderlag')
('tillämpning', 'nmod', 'änka')
('tingsrätt', 'nsubj', 'håller')
('tiotusental', 'nmod', 'kronor')
('tjänsteman', 'nsubj', 'överfört')
('tjänstepensionen', 'nsubj', 'understiger')
('tjänstepensioner', 'nmod', 'utbetalningen')
('tjänstepension', 'nmod', 'belopp')
('tjänstepension', 'nsubj:pass', 'beviljats')
('tjänstepension', 'nsubj', 'ingå')
('tjänstgöringen', 'nsubj', 'avser')
('tjänstgöringen', 'nsubj', 'pågått')
('tjänstgöring', 'nsubj', 'väntar')
('tjänst', 'nmod', 'arbetstagare')
('tjänst', 'nmod', 'inkomst')
('tjänst', 'nmod', 'intäkt')
('tjänst', 'nmod', 'överskott')
('tolvmånadersperioden', 'nmod', 'tillämpning')
('totalförsvaret', 'nmod', 'tjänstgöring')
('totalförsvarspliktiga', 'nmod', 'dagpenning')
('totalförsvarspliktig', 'nmod', 'grundutbildning')
('totalförsvarsplikt', 'nmod', 'dagpenning')
('totalförsvarsplikt', 'nmod', 'lagen')
('totalförsvarsplikt', 'nsubj', 'grundutbildning')
('totalförsvarsplikt', 'nsubj', 'underrätta')
('trafiksäkerhetssynpunkt', 'nmod', 'det')
('transaktioner', 'nmod', 'tjänster')
('transplantation', 'nmod', 'givare')
('tredjeland', 'nmod', 'handelsfartyg')
('trettiondel', 'nmod', 'dag')
('treårskravet', 'nmod', 'bedömningen')
('tryckfrihetsförordningen', 'nmod', 'handling')
('trygghet', 'nmod', 'avtal')
('trygghet', 'nmod', 'bestämmelser')
('trygghet', 'nmod', 'system')
('trygghetssystemen', 'nmod', 'samordning')
('tvåbäddsrum', 'nmod', 'boende')
('umgänge', 'nmod', 'avtal')
('umgängesbidrag', 'nmod', 'bostadsbidrag')
('umgängesbidrag', 'nsubj:pass', 'lämnas')
('umgänget', 'nmod', 'ändringar')
('umgänget', 'nsubj', 'understiger')
('undantaget', 'nsubj', 'gäller')
('undantag', 'nmod', 'adoption')
('undantag', 'nmod', 'föreskrifter')
('undantag', 'nsubj', 'förutsätter')
('underavdelning', 'nmod', 'bestämmelser')
('underavdelning', 'nmod', 'bestämmelserna')
('underhåll', 'nsubj', 'får')
('underhållsbidraget', 'nsubj:pass', 'anses')
('underhållsbidraget', 'nsubj:pass', 'fastställts')
('underhållsbidraget', 'nsubj', 'förfaller')
('underhållsbidrag', 'nmod', 'betalning')
('underhållsbidrag', 'nmod', 'del')
('underhållsbidrag', 'nmod', 'rätt')
('underhållsbidrag', 'nsubj:pass', 'fastställts')
('underhållsbidrag', 'nsubj', 'fastställt')
('underhållsskyldigheten', 'nmod', 'del')
('underhållsskyldigheten', 'nsubj', 'gäller')
('underhållsstödet', 'nmod', 'avräkning')
('underhållsstödet', 'nmod', 'utbetalningen')
('underhållsstödet', 'nmod', 'ändring')
('underhållsstödet', 'nsubj:pass', 'betalas')
('underhållsstödet', 'nsubj:pass', 'minskas')
('underhållsstödet', 'nsubj', 'får')
('underhållsstöd', 'nmod', 'ansökan')
('underhållsstöd', 'nmod', 'beräkning')
('underhållsstöd', 'nmod', 'jämkning')
('underhållsstöd', 'nmod', 'nedsättning')
('underhållsstöd', 'nmod', 'rätt')
('underhållsstöd', 'nmod', 'rätten')
('underhållsstöd', 'nmod', 'tidsperiod')
('underhållsstöd', 'nsubj:pass', 'avses')
('underhållsstöd', 'nsubj:pass', 'betalas')
('underhållsstöd', 'nsubj:pass', 'jämkas')
('underhållsstöd', 'nsubj:pass', 'lyfts')
('underhållsstöd', 'nsubj:pass', 'lämnas')
('underhållsstöd', 'nsubj:pass', 'lämnats')
('underhållsstöd', 'nsubj:pass', 'meddelas')
('underhållsstöd', 'nsubj:pass', 'omprövas')
('underhållsstöd', 'nsubj:pass', 'sökts')
('underhållsstöd', 'nsubj', 'gäller')
('underlaget', 'nmod', 'procent')
('underlaget', 'nsubj:pass', 'beräknas')
('underlaget', 'nsubj:pass', 'beräknats')
('underlaget', 'nsubj:pass', 'räknas')
('underlag', 'nmod', 'behovet')
('underlag', 'nmod', 'ledning')
('underlag', 'nsubj:pass', 'beräknas')
('underrättelse', 'nmod', 'bestämmelser')
('underrättelse', 'nsubj:pass', 'anges')
('underrättelse', 'nsubj:pass', 'sändas')
('underrättelse', 'nsubj', 'ske')
('underskottet', 'nsubj:pass', 'minskas')
('underskottet', 'nsubj:pass', 'täckas')
('underskott', 'nmod', 'avdrag')
('underskott', 'nsubj:pass', 'dras')
('underskott', 'nsubj:pass', 'minskas')
('underskrift', 'nsubj:pass', 'användas')
('underställning', 'nsubj', 'skedde')
('understöd', 'nmod', 'tid')
('undervisning', 'nsubj', 'ger')
('ungdomsvård', 'nmod', 'verkställighet')
('unionen', 'nmod', 'unionsrätten')
('unionsrätten', 'nsubj', 'medföra')
('uppbyggnadsskedet', 'nsubj:pass', 'räknas')
('uppehållstillstånd', 'nmod', 'ansökan')
('uppehållstillstånd', 'nsubj:pass', 'beviljats')
('uppföljning', 'nsubj:pass', 'göras')
('uppgiften', 'nsubj:pass', 'behövs')
('uppgiften', 'nsubj', 'avser')
('uppgiften', 'nsubj', 'gäller')
('uppgiften', 'nsubj', 'oriktig')
('uppgifterna', 'nsubj:pass', 'behandlas')
('uppgifterna', 'nsubj:pass', 'lämnas')
('uppgifterna', 'nsubj:pass', 'lämnats')
('uppgifterna', 'nsubj:pass', 'samlades')
('uppgifter', 'nmod', 'behandling')
('uppgifter', 'nmod', 'flödet')
('uppgifter', 'nmod', 'förvanskning')
('uppgifter', 'nmod', 'ledning')
('uppgifter', 'nmod', 'utlämnande')
('uppgifter', 'nmod', '§')
('uppgifter', 'nsubj:pass', 'bevaras')
('uppgifter', 'nsubj:pass', 'lämnas')
('uppgift', 'nmod', 'intyg')
('uppgift', 'nmod', 'utlämnande')
('uppgift', 'nsubj:pass', 'anses')
('uppgiftsskyldigheten', 'nmod', 'föreskrifter')
('uppgiftsskyldigheten', 'nsubj', 'gäller')
('uppskovsbelopp', 'nmod', 'avdrag')
('uppsägningstiden', 'nsubj:pass', 'löpt')
('uppsägningstiden', 'nsubj', 'dagar')
('uppsägningstid', 'nsubj', 'gäller')
('upptagning', 'nsubj:pass', 'verifieras')
('urvalet', 'nsubj:pass', 'användas')
('utbetalare', 'nmod', 'arbete')
('utbetalare', 'nmod', 'ersättningen')
('utbetalaren', 'nsubj', 'bedrivit')
('utbetalaren', 'nsubj', 'person')
('utbetalaren', 'nsubj', 'träffat')
('utbetalningarna', 'nsubj', 'förutsägbara')
('utbetalningar', 'nmod', 'påverkan')
('utbetalningar', 'nmod', 'värdet')
('utbetalningen', 'nsubj:pass', 'grundas')
('utbetalningen', 'nsubj', 'avser')
('utbetalningen', 'nsubj', 'skett')
('utbetalning', 'nmod', 'begäran')
('utbetalning', 'nmod', 'beslut')
('utbetalning', 'nmod', 'förmåner')
('utbetalning', 'nmod', 'förändring')
('utbetalning', 'nmod', 'villkor')
('utbetalning', 'nmod', '§')
('utbetalning', 'nmod', 'ålderspension')
('utbetalning', 'nsubj', 'får')
('utbetalning', 'nsubj', 'ska')
('utbetalning', 'nsubj', 'ske')
('utbetalningshandlingen', 'nsubj', 'förkommit')
('utbetalningsperiod', 'nmod', 'bestämmelser')
('utbetalningstiden', 'nmod', 'beaktande')
('utbildningen', 'nsubj:pass', 'avbrutits')
('utbildningen', 'nsubj', 'motsvarar')
('utbildning', 'nmod', 'rehabiliteringsersättning')
('utbildning', 'nsubj:pass', 'likställs')
('utfyllnadsinkomst', 'nsubj:pass', 'jämförs')
('utfyllnadsinkomst', 'nsubj', 'jämförelseinkomst')
('utgifter', 'nmod', 'föreskrifter')
('utgifter', 'nsubj:pass', 'räknas')
('utgift', 'nmod', 'inkomstskattelagen')
('utgången', 'nmod', 'ap-fonderna')
('utgången', 'nmod', 'lydelse')
('utgången', 'nmod', 'månader')
('utgången', 'nmod', 'pension')
('utgången', 'nmod', 'pensionsskuld')
('utgången', 'nmod', 'skatteverket')
('utgången', 'nmod', 'tid')
('utgången', 'nmod', 'tjugondel')
('utgången', 'nmod', 'äktenskapet')
('utgången', 'nmod', 'ålderspension')
('utgången', 'nsubj:pass', 'likställs')
('utgångspunkten', 'nsubj', 'vara')
('utlandstjänstgöringen', 'nsubj', 'varat')
('utlandsvistelse', 'nmod', 'bestämmelserna')
('utlandsvistelse', 'nmod', 'förmåner')
('utlandsvistelsen', 'nsubj:pass', 'antas')
('utlänning', 'nsubj:pass', 'folkbokföras')
('utlänningslagen', 'nsubj:pass', 'beviljas')
('utlänningslagen', 'nsubj', 'löpt')
('utlänningslagen', 'nsubj', 'skyddsbehövande')
('utlåtande', 'nsubj:pass', 'fogas')
('utlåtandet', 'nsubj', 'innehålla')
('utomlands', 'nmod', 'arbete')
